context,checkpoint_file,run_id,task_id,chunk_index,documento,agent_id,model,ok,failure_reason,truncated,final_estados,would_have_been_accepted_without_cut
checkpoints,checkpoints/chunked-b15b14db5163.checkpoint.json,chunked-b15b14db5163,task-18ab3f70feeb,0,RW-0005,alcoa_plus_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,ALCOA_CONTEMPORANEOUS=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-b15b14db5163.checkpoint.json,chunked-b15b14db5163,task-073a2ed80fc3,1,RW-0005,alcoa_plus_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,ALCOA_CONTEMPORANEOUS=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-b15b14db5163.checkpoint.json,chunked-b15b14db5163,task-d9f8de252185,2,RW-0005,alcoa_plus_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,ALCOA_CONTEMPORANEOUS=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-b15b14db5163.checkpoint.json,chunked-b15b14db5163,task-332ffd21f9e7,3,RW-0005,alcoa_plus_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,ALCOA_CONTEMPORANEOUS=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-b15b14db5163.checkpoint.json,chunked-b15b14db5163,task-6712e1b61a2f,4,RW-0005,alcoa_plus_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,ALCOA_CONTEMPORANEOUS=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-bf30eaa353aa.checkpoint.json,chunked-bf30eaa353aa,task-9779a07a9dd8,0,RW-0005,eu_annex11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
checkpoints,checkpoints/chunked-c236cc9d107c.checkpoint.json,chunked-c236cc9d107c,task-363ffd0ced20,0,RW-0005,eu_annex11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
checkpoints,checkpoints/chunked-c2c7dff6900c.checkpoint.json,chunked-c2c7dff6900c,task-d1f25102ab6c,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=cumple_parcialmente,N/A_no_truncado
checkpoints,checkpoints/chunked-c2c7dff6900c.checkpoint.json,chunked-c2c7dff6900c,task-044b2e2835a5,1,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-749991bb93d2,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-15a81d637523,1,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-b013a9ad456e,2,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-6425e2b69dbc,3,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-eef042219b6f,4,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-e083713d3d91,5,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-4e4b715a7b34,6,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=cumple_parcialmente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-b2e9d0c01370,7,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-2fc7602369d0,8,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-c353d90f9e9c.checkpoint.json,chunked-c353d90f9e9c,task-99054da3755c,9,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-d9b5bc77c9db.checkpoint.json,chunked-d9b5bc77c9db,task-5c21e6b966a9,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-e6994ea8e953.checkpoint.json,chunked-e6994ea8e953,task-386129065dd8,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-e8208618982a.checkpoint.json,chunked-e8208618982a,task-dc8440c37e6c,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=cumple_parcialmente,N/A_no_truncado
checkpoints,checkpoints/chunked-ef5561fc70d7.checkpoint.json,chunked-ef5561fc70d7,task-39c784c4cc31,0,RW-0011,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-ef5561fc70d7.checkpoint.json,chunked-ef5561fc70d7,task-ec2480ee98f5,1,RW-0011,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-ef5561fc70d7.checkpoint.json,chunked-ef5561fc70d7,task-ae01afc229ac,2,RW-0011,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-ef5561fc70d7.checkpoint.json,chunked-ef5561fc70d7,task-8c90c0814047,3,RW-0011,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-ef5561fc70d7.checkpoint.json,chunked-ef5561fc70d7,task-fccd5d5ad416,4,RW-0011,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f12d568bba01.checkpoint.json,chunked-f12d568bba01,task-02a3818e7658,0,RW-0011,alcoa_plus_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
checkpoints,checkpoints/chunked-f3c5418596b9.checkpoint.json,chunked-f3c5418596b9,task-59935053cf5b,0,RW-0012,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f3c5418596b9.checkpoint.json,chunked-f3c5418596b9,task-f2adc963d029,1,RW-0012,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f3c5418596b9.checkpoint.json,chunked-f3c5418596b9,task-382c77551d90,2,RW-0012,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f3c5418596b9.checkpoint.json,chunked-f3c5418596b9,task-9334d4827d05,3,RW-0012,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f3c5418596b9.checkpoint.json,chunked-f3c5418596b9,task-7a74d263fd8c,4,RW-0012,fda_cgmp_211_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-b93e119ca844,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-7315fec74263,1,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-b4fbe1ab9eec,2,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-c7487d4fa3c0,3,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-8fc56776bf6f,4,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-adc5a2be6281,5,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-05b9d5c1d69a,6,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=cumple_parcialmente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-b5b41ef31546,7,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-b8b50f83ebfc,8,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-f47c70f73118.checkpoint.json,chunked-f47c70f73118,task-a74e0216937c,9,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-ff6bd88a4987.checkpoint.json,chunked-ff6bd88a4987,task-ccb7ccec9223,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=cumple_parcialmente,N/A_no_truncado
checkpoints,checkpoints/chunked-ff6bd88a4987.checkpoint.json,chunked-ff6bd88a4987,task-fdc2de81643f,1,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-ff6bd88a4987.checkpoint.json,chunked-ff6bd88a4987,task-0b8f11aefea4,2,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-ff6bd88a4987.checkpoint.json,chunked-ff6bd88a4987,task-04908b54ca09,3,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=evidencia_insuficiente,N/A_no_truncado
checkpoints,checkpoints/chunked-ff6bd88a4987.checkpoint.json,chunked-ff6bd88a4987,task-ade553fca764,4,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=evidencia_insuficiente,N/A_no_truncado
palanca_a_14b_7p2n_20260815,palanca_a_14b_7p2n_20260815/checkpoints/chunked-30f0d9613e74.checkpoint.json,chunked-30f0d9613e74,task-26f6c0f5fea3,0,RW-0005,eu_annex11_agent,qwen2.5:14b-instruct-q4_K_M,True,,False,ANNEX11_4=evidencia_insuficiente,N/A_no_truncado
palanca_a_14b_7p2n_20260815,palanca_a_14b_7p2n_20260815/checkpoints/chunked-4289e754ed28.checkpoint.json,chunked-4289e754ed28,task-146d947d44f7,0,RW-0005,fda_part11_agent,qwen2.5:14b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=cumple_parcialmente,N/A_no_truncado
palanca_a_14b_7p2n_20260815,palanca_a_14b_7p2n_20260815/checkpoints/chunked-6faaf9b56ed1.checkpoint.json,chunked-6faaf9b56ed1,task-c8527cec5b4e,0,RW-0005,alcoa_plus_agent,qwen2.5:14b-instruct-q4_K_M,True,,False,ALCOA_CONTEMPORANEOUS=cumple_parcialmente,N/A_no_truncado
palanca_a_14b_7p2n_20260815,palanca_a_14b_7p2n_20260815/checkpoints/chunked-91f4efaf59e6.checkpoint.json,chunked-91f4efaf59e6,task-32752e3d594b,0,RW-0012,fda_cgmp_211_agent,qwen2.5:14b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
palanca_a_14b_7p2n_20260815,palanca_a_14b_7p2n_20260815/checkpoints/chunked-a40d6c4c0065.checkpoint.json,chunked-a40d6c4c0065,task-e163feceed4f,0,RW-0005,eu_annex11_agent,qwen2.5:14b-instruct-q4_K_M,True,,False,ANNEX11_17=cumple_parcialmente,N/A_no_truncado
palanca_a_14b_7p2n_20260815,palanca_a_14b_7p2n_20260815/checkpoints/chunked-d5f924b41932.checkpoint.json,chunked-d5f924b41932,task-1b7a3a25f52c,0,RW-0005,fda_part11_agent,qwen2.5:14b-instruct-q4_K_M,True,,False,21_CFR_11.10(g)=cumple_parcialmente,N/A_no_truncado
palanca_a_14b_7p2n_20260815,palanca_a_14b_7p2n_20260815/checkpoints/chunked-f5491290b1c5.checkpoint.json,chunked-f5491290b1c5,task-931600356235,0,RW-0011,alcoa_plus_agent,qwen2.5:14b-instruct-q4_K_M,True,,False,ALCOA_ATTRIBUTABLE=evidencia_insuficiente,N/A_no_truncado
palanca_a_14b_7p2n_20260815,palanca_a_14b_7p2n_20260815/checkpoints/chunked-f7d601b512f3.checkpoint.json,chunked-f7d601b512f3,task-4635cb1373b1,0,RW-0005,fda_part11_agent,qwen2.5:14b-instruct-q4_K_M,True,,False,21_CFR_11.10(e)=evidencia_insuficiente,N/A_no_truncado
palanca_a_14b_7p2n_20260815,palanca_a_14b_7p2n_20260815/checkpoints/chunked-f93c11afd5cc.checkpoint.json,chunked-f93c11afd5cc,task-c6e4507f92b9,0,RW-0011,fda_cgmp_211_agent,qwen2.5:14b-instruct-q4_K_M,True,,False,21_CFR_211.68(b)=evidencia_insuficiente,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-8319f4caa97b,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-b7346c4c0ac4,1,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-384c6495b7f9,2,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-b3ed27d232bd,3,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-124b3ff72237,4,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-3a8f3eae1cf3,5,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-cdf9208a27c0,6,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-366bc305284f,7,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-44f80e412fcb,8,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-84e9cc91091d,9,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-c1d9db243a81,10,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-e4c290e2d6fb,11,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-303fd08c4b15,12,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-d5bba62af540,13,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-e91b6c893215,14,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-ad4ff15034dc,15,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-c8bf7c6b0c64,16,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-edc9ba3bd648,17,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-fb0341e832fc,18,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-a794305a35c9,19,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-254b2fcb2cb2,20,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-80049dfafd0d,21,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-0d432fa6978b,22,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-d4a61bb64e2b,23,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-f1bdfb1d0f53,24,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-f449392b32f0,25,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-02939f65d08d,26,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-ef2be4fafced,27,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-501e613b6c32.checkpoint.json,chunked-501e613b6c32,task-4f9b7adcd130,28,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,False,provider_call_failed,False,,N/A_fallo_no_truncamiento
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-206f877bdaad,0,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-e9ee7bb9552b,1,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-31f89d6d5ad3,2,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-6aaa445972d7,3,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-52752f6d5a2e,4,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-3822eda6cf70,5,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-f61ea2287146,6,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-b0e46ac1e6a8,7,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-5293f1623866,8,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-74cedb552c56,9,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
tier1_dry_run_20260812,tier1_dry_run_20260812/checkpoints/chunked-943a62bcbb85.checkpoint.json,chunked-943a62bcbb85,task-db8e80b148e9,10,RW-0005,fda_part11_agent,qwen2.5:7b-instruct-q4_K_M,True,,False,UNPARSEABLE_RAW_RESPONSE,N/A_no_truncado
